file_name,dice,iou,pr_auc,mae
0182_2.png,0.8499524,0.740087,0.9097356173177388,0.027701544
0089_2.png,0.8465342,0.7343731,0.8829767266375402,0.016532663
0455_2.png,0.82698035,0.7060596,0.8410995097402575,0.013451536
0362_3.png,0.8239711,0.7034187,0.8446688478686717,0.007718617
0484_3.png,0.818464,0.6936004,0.818057908061583,0.015637672
0536_2.png,0.81726235,0.6917936,0.8737002745289522,0.0529317
1028_1.png,0.80329573,0.6713385,0.8009953972645212,0.0017892232
0185_3.png,0.80288994,0.6669956,0.8672888809706966,0.0025335115
0059_3.png,0.80262625,0.6805556,0.8311722528781739,9.3428454e-05
0344_2.png,0.80143404,0.6693165,0.8367482825394542,0.016230766
0308_3.png,0.7968897,0.6623709,0.8079747897793268,0.016586458
0266_2.png,0.796293,0.66220164,0.8060463349213327,0.010612489
0080_2.png,0.79546106,0.6615913,0.7938317877703782,0.011328873
0188_1.png,0.79459506,0.6590641,0.7741248467377321,0.037504517
0301_3.png,0.7926759,0.6569509,0.8134143731062936,0.057692334
1074_3.png,0.7925639,0.657662,0.7883867034494818,0.005486742
1091_2.png,0.791632,0.6564579,0.8764262376938754,0.021951841
0416_2.png,0.7881042,0.6505299,0.809579665676505,0.056526534
0851_3.png,0.78706366,0.6496158,0.7855464860376893,0.019375809
0139_1.png,0.78489226,0.64638346,0.7224722848796564,0.0023547118
0638_2.png,0.78322583,0.64387465,0.8426714922693573,0.0028625196
0132_1.png,0.7807331,0.65625,0.7945534051089977,8.885605e-05
0290_2.png,0.7756912,0.6336703,0.8187506083413688,0.020041753
0479_2.png,0.77353114,0.6323911,0.7928948647071173,0.010318625
0827_2.png,0.7732104,0.63101465,0.8007154715854649,0.027470842
0298_3.png,0.7709397,0.6280035,0.7697624674057095,0.0065184613
0521_2.png,0.7695938,0.6261523,0.8399187670376745,0.045296147
0363_2.png,0.76591974,0.62450814,0.7839880997440081,0.0025826176
0506_3.png,0.7654102,0.6218976,0.7679113159946814,0.0082466025
0556_2.png,0.76529706,0.62042236,0.7774940307737928,0.020398684
0614_2.png,0.76404786,0.61966836,0.8099793649906137,0.012748698
1063_2.png,0.76385736,0.6191771,0.7719413839431563,0.008041533
0429_1.png,0.762353,0.61621153,0.769976991760363,0.005043541
0019_1.png,0.7621452,0.6162905,0.7404262675705167,0.0029890742
0349_1.png,0.75886965,0.6114311,0.722173050611913,0.003345228
1018_2.png,0.7548345,0.608428,0.7754310805392234,0.0095294975
0957_1.png,0.75374097,0.60507846,0.7166246216953103,0.026426077
0012_2.png,0.75219256,0.6033132,0.7646883249867747,0.0067652203
0987_2.png,0.7516626,0.60264975,0.788090321124637,0.05270019
0489_2.png,0.75112104,0.60235184,0.7709165805600421,0.036467016
0200_1.png,0.7506676,0.60089225,0.7194783268014177,0.03993348
0910_2.png,0.7500402,0.60119045,0.7081528638720406,0.0040964177
0553_1.png,0.74760175,0.59714943,0.7061355177733731,0.06280879
0887_1.png,0.74738324,0.5970153,0.6888008078943983,0.05570545
1022_2.png,0.7467543,0.597153,0.7416022466003428,0.0043342793
1105_3.png,0.74643636,0.60038424,0.7283729155703031,0.0016114248
0529_2.png,0.7461779,0.59659195,0.8019980045014024,0.008359186
0840_2.png,0.7455677,0.595145,0.7366231002113152,0.028493356
0091_3.png,0.7435236,0.5924586,0.7282433736783991,0.008181807
0167_2.png,0.7390908,0.5863795,0.7831404471187801,0.04791535
0900_1.png,0.7376974,0.5844916,0.6783273713354284,0.008670978
0961_3.png,0.7375851,0.58494824,0.7073612237458397,0.008429855
0988_1.png,0.7364267,0.58366376,0.8656144196419272,0.002008078
0492_1.png,0.73582315,0.585,0.8038148973684142,0.0009587839
0670_1.png,0.73468703,0.5807074,0.7099453818292869,0.063073866
0031_2.png,0.73403037,0.5807633,0.683817876272722,0.016631149
0863_1.png,0.7340141,0.58017963,0.6863100832224336,0.051766366
0820_3.png,0.73367685,0.5803867,0.6986615179863288,0.009213276
0424_1.png,0.7335514,0.5791962,0.6896109648866076,0.014942735
0109_1.png,0.73352474,0.5793023,0.6787603921552762,0.020716203
0959_1.png,0.7331317,0.5788288,0.7369232235799436,0.00071730674
